id,averageRating,numVotes,titleType,startYear
859,7.9,101,tvEpisode,2000
860,5.1,50,tvMovie,1998
861,5.3,11,short,1900
862,7.2,6,tvEpisode,2018
863,5.0,144,tvEpisode,2014
864,8.0,27,tvEpisode,2006
865,6.0,7,tvEpisode,2009
866,9.1,67,tvSeries,2006
867,9.0,19,tvEpisode,2011
868,7.7,2294,tvEpisode,2016
869,7.6,85,tvSeries,2009
870,8.7,50,tvSeries,1969
871,6.5,6,tvEpisode,2007
872,7.8,525,tvEpisode,2014
873,8.4,346,tvEpisode,1987
874,7.7,6,tvEpisode,1973
875,4.8,13,movie,1999
876,7.5,19,movie,1983
877,8.1,37,tvEpisode,1990
878,6.2,14,short,2007
879,8.7,25,video,2003
880,7.1,45,movie,1989
881,7.0,12,movie,1950
882,7.6,16,tvEpisode,2021
883,6.7,5979,movie,2017
884,2.1,115,movie,2006
885,8.6,8,short,2011
886,4.5,1238,movie,1988
887,6.5,971,movie,2017
888,7.1,10,tvEpisode,1963
889,7.0,73,tvEpisode,1994
890,5.4,7,tvEpisode,2015
891,4.7,15,short,2011
892,7.3,11,tvEpisode,1968
893,6.6,15,movie,1928
894,4.2,11,short,2009
895,4.9,11,tvSeries,2014
896,6.8,18360,movie,2006
897,4.4,41,tvSeries,2004
898,8.1,187,tvEpisode,2008
899,7.1,217969,movie,2011
900,4.7,138,tvEpisode,2014
901,8.8,1272,tvEpisode,1999
902,5.0,3865,tvSeries,1992
903,9.1,2269,tvEpisode,2013
904,1.4,18,video,2003
905,5.9,29,short,1947
906,8.4,534,tvEpisode,2007
907,7.7,53,tvMiniSeries,1990
908,6.4,8,short,2020
909,5.4,28,movie,1966
910,4.9,8,video,2011
911,5.8,1108,movie,1919
912,4.6,15,video,2013
913,7.3,93,tvSeries,1990
914,8.0,11,movie,2017
915,4.8,6,video,2012
916,5.3,13,tvEpisode,2019
917,8.8,5,short,1927
918,8.3,71,tvEpisode,2002
919,6.5,1198,movie,2019
920,6.4,6,tvSeries,2018
921,6.5,6,short,2005
922,6.7,33,tvMovie,1988
923,9.1,21,short,2019
924,7.1,31,tvSeries,2015
925,7.0,27,tvEpisode,1959
926,6.3,109,tvMovie,2021
927,8.1,151,tvEpisode,2002
928,3.3,6,movie,1943
929,4.4,15,tvEpisode,1984
930,8.2,6,tvEpisode,1953
931,8.2,8,video,2001
932,5.7,21,tvEpisode,1975
933,9.4,5,short,2019
934,6.8,445,short,1953
935,4.2,13,tvEpisode,2013
936,6.5,7,tvEpisode,2002
937,4.5,8,tvEpisode,2010
938,7.7,53,tvEpisode,2014
939,7.9,12,tvEpisode,2020
940,8.4,14,tvEpisode,2015
941,7.5,18,tvEpisode,2017
942,8.2,20,short,2002
943,8.1,7,short,2010
944,5.7,131,movie,1973
945,4.6,14,short,1931
946,5.9,38,short,1961
947,6.6,368,movie,1930
948,7.1,13,tvSeries,2010
949,7.4,40,short,2002
950,7.3,78,tvSeries,2019
951,5.4,9,tvEpisode,2017
952,7.9,14,tvSeries,2015
953,7.7,14,tvEpisode,2021
954,5.4,17,tvEpisode,2009
955,7.6,1077,movie,1975
956,5.7,12,tvEpisode,2018
957,8.9,17,short,2013
958,8.6,106,tvEpisode,2018
959,7.8,5,tvEpisode,1989
960,7.2,27,movie,2019
961,7.7,1983,tvMiniSeries,1984
962,8.4,65,tvEpisode,1960
963,2.6,793,movie,1970
964,6.7,97,movie,2003
965,5.2,487,tvMovie,1999
966,6.4,5,tvEpisode,2015
967,6.3,16,tvEpisode,1994
968,7.9,14,tvEpisode,2004
969,2.8,175,video,2007
970,7.0,14,tvEpisode,2012
971,5.5,13,video,2019
972,5.3,161,movie,2016
973,7.5,427,tvEpisode,2006
974,6.0,20,movie,1951
975,8.7,40,tvEpisode,2011
976,7.0,15,video,2002
977,3.9,89,movie,1964
978,7.7,1094,movie,2013
979,7.8,761,tvMovie,1977
980,8.4,26,short,2014
981,5.5,15,movie,2007
982,7.2,26,tvEpisode,2008
983,7.8,10,tvEpisode,2012
984,6.7,6,video,1994
985,6.7,16,movie,2013
986,5.0,48,movie,2002
987,6.3,55,tvEpisode,2002
988,5.9,2674,movie,2019
989,7.2,284,movie,2020
990,3.8,12,short,2000
991,7.0,26,movie,1986
992,7.0,633,tvSpecial,2019
993,8.0,7,tvEpisode,2013
994,6.7,23,tvEpisode,2010
995,7.1,40,short,1991
996,7.9,57,tvEpisode,1980
997,6.2,1619,movie,1942
998,5.1,77,movie,1991
999,6.8,5,tvEpisode,2020
1000,7.2,55,short,1986
1001,7.3,16,tvEpisode,1985
1002,7.7,174,tvEpisode,2003
1003,5.5,10,short,2008
1004,7.5,30,tvEpisode,1999
1005,7.6,49,movie,2012
1006,8.0,633,tvEpisode,2011
1007,9.4,36,tvEpisode,2009
1008,6.8,95,tvEpisode,1996
1009,6.5,12,short,2012
1010,4.6,147,movie,2011
1011,7.4,11,tvEpisode,1982
1012,6.5,35,short,1955
1013,6.7,21,short,1988
1014,4.2,11,tvEpisode,2005
1015,6.5,26,tvEpisode,2004
1016,6.0,9,short,2012
1017,7.1,68,tvEpisode,1999
1018,7.2,457,movie,1975
1019,8.2,22,short,2008
1020,8.1,12,tvEpisode,2020
1021,5.4,6,tvEpisode,2008
1022,8.7,20,tvMovie,2006
1023,9.3,179,short,2020
1024,5.9,104,movie,2005
1025,7.1,4590,tvEpisode,2015
1026,8.2,1946,tvEpisode,2009
1027,6.9,38,tvSeries,2015
1028,6.0,53,tvEpisode,1974
1029,5.8,6,short,2006
1030,7.3,17,movie,1964
1031,5.5,25,short,1941
1032,8.0,101,movie,2006
1033,6.7,208,movie,2014
1034,6.5,41,video,2001
1035,8.8,14,tvSeries,2014
1036,6.3,193,movie,1988
1037,7.7,29,movie,2005
1038,4.7,5248,video,2009
1039,8.6,35,tvMovie,2016
1040,7.0,26,video,2015
1041,4.0,9,tvEpisode,1964
1042,7.4,14,short,2014
1043,9.4,15,tvEpisode,2014
1044,8.4,57,tvEpisode,1959
1045,8.0,5,tvEpisode,2020
1046,7.5,13,movie,2014
1047,7.4,13,tvEpisode,1971
1048,8.0,5,tvEpisode,2013
1049,6.4,53,short,2013
1050,6.6,9,tvEpisode,1999
1051,6.7,32,movie,2012
1052,9.1,9,tvEpisode,2018
1053,8.4,8,tvEpisode,2016
1054,5.1,7,video,2010
1055,7.4,9,tvEpisode,2011
1056,8.5,649,tvEpisode,2016
1057,5.9,19,tvEpisode,2007
1058,4.6,367,movie,2004
1059,4.3,8,tvEpisode,2011
1060,5.5,16,tvEpisode,2020
1061,7.2,62,tvEpisode,2002
1062,7.3,80,tvEpisode,1990
1063,6.0,53,tvSeries,2017
1064,6.1,11,movie,1990
1065,7.7,7,tvEpisode,2021
1066,6.6,11,video,2019
1067,8.4,48,tvEpisode,1953
1068,8.1,880,tvSeries,2010
1069,5.2,15,movie,1961
1070,7.0,23,movie,2015
1071,6.8,7,tvSeries,2004
1072,8.6,565,tvEpisode,2004
1073,6.1,216,movie,1939
1074,8.5,15,tvEpisode,1973
1075,8.0,953,tvEpisode,2018
1076,8.9,14,tvEpisode,2019
1077,6.1,9,tvEpisode,2016
1078,7.5,14,movie,1956
1079,7.3,11,tvSpecial,1994
1080,9.1,14,tvEpisode,2016
1081,7.4,36,movie,1938
1082,6.6,15,video,2004
1083,7.6,141,tvSeries,2009
1084,8.2,12,short,2000
1085,6.7,9,tvEpisode,2004
1086,9.1,29,movie,2017
1087,5.0,5,movie,2018
1088,5.3,11,movie,1989
1089,6.4,218,movie,2011
1090,6.4,466,tvMovie,1999
1091,7.1,103,tvEpisode,2001
1092,7.0,110,movie,2013
1093,8.9,9,tvEpisode,1995
1094,1.6,7,tvEpisode,1961
1095,8.4,24,movie,1999
1096,5.8,53,movie,1949
1097,2.8,5,short,2009
1098,5.2,112,movie,1965
1099,7.7,6,tvEpisode,2013
1100,5.3,15,video,1999
1101,7.1,88,short,2016
1102,7.4,72,tvEpisode,1965
1103,4.5,72,tvMovie,2002
1104,8.5,16,tvEpisode,1970
1105,7.6,11,movie,2010
1106,7.1,79,short,1940
1107,4.4,7,movie,2020
1108,7.6,14,tvEpisode,2021
1109,8.1,195,tvEpisode,2019
1110,7.5,591,tvMovie,2006
1111,7.7,1694,tvMiniSeries,1979
1112,2.7,6,video,2015
1113,8.0,5,tvEpisode,2020
1114,7.6,15,tvEpisode,2018
1115,6.6,30,movie,2011
1116,7.2,109,tvEpisode,2015
1117,4.8,10,movie,1984
1118,7.1,38,short,2010
1119,7.5,16,tvEpisode,2013
1120,7.3,22,tvEpisode,2000
1121,3.8,54,movie,2018
1122,7.4,16,tvEpisode,2019
1123,6.7,13,movie,1952
1124,6.5,259,movie,1947
1125,7.6,70,tvEpisode,1980
1126,6.9,12,short,2005
1127,8.1,12,tvMovie,1963
1128,6.9,28,movie,2017
1129,7.7,83,movie,1984
1130,6.6,9,tvMovie,2011
1131,8.2,6,tvSeries,2013
1132,7.6,7,tvEpisode,2012
1133,6.1,233,short,1969
1134,8.4,5,tvEpisode,1990
1135,6.2,9,short,2011
1136,4.5,30,movie,2004
1137,7.6,18,tvSeries,2015
1138,6.7,62,tvEpisode,2017
1139,7.4,13,short,2016
1140,6.6,5,tvEpisode,2013
1141,4.8,6,tvEpisode,2008
1142,7.4,8,short,2018
1143,6.9,1670,tvSeries,2019
1144,8.2,44,tvEpisode,2018
1145,7.3,153,tvEpisode,2012
1146,7.4,12,short,2013
1147,3.5,132,movie,2008
1148,5.9,625,movie,2020
1149,6.9,4347,movie,1977
1150,8.2,5,tvEpisode,2009
1151,6.1,1091,movie,1955
1152,6.7,46,tvEpisode,2006
1153,8.3,7,tvEpisode,2016
1154,4.5,17,movie,1938
1155,5.6,7,movie,2017
1156,5.4,19,tvEpisode,2016
1157,7.1,62,tvEpisode,2011
1158,4.9,17,tvEpisode,2020
1159,8.1,15,tvEpisode,2018
1160,8.4,7,tvEpisode,2010
1161,7.0,7,movie,2007
1162,6.7,139625,tvSeries,2009
1163,8.6,9,tvEpisode,2016
1164,8.0,316,tvEpisode,2005
1165,4.0,5,movie,2018
1166,6.9,9,tvEpisode,2014
1167,6.3,126,movie,1941
1168,8.2,929,tvEpisode,2015
1169,7.5,19,tvEpisode,2018
1170,6.8,33,tvEpisode,2003
1171,6.2,6,tvEpisode,2002
1172,8.3,102,tvEpisode,2011
1173,4.2,306,video,1999
1174,9.2,13,tvSeries,2019
1175,5.2,8,movie,2002
1176,8.0,36,tvSeries,2014
1177,5.3,223,tvMovie,2001
1178,6.9,9,video,2001
1179,7.6,5,video,2012
1180,4.5,49,movie,1969
1181,4.7,9,video,2020
1182,8.1,7,tvEpisode,1997
1183,7.0,6,tvEpisode,2011
1184,4.6,19,short,1896
1185,4.9,501,video,2003
1186,6.7,18,tvEpisode,1993
1187,7.9,20,movie,2006
1188,7.9,9,tvEpisode,2010
1189,7.4,23,tvEpisode,1981
1190,7.2,20,tvEpisode,1969
1191,6.6,506,tvEpisode,1996
1192,5.7,29,tvEpisode,2017
1193,5.6,2209,movie,1989
1194,7.2,76,movie,1990
1195,7.9,8,tvEpisode,2019
1196,6.8,6,tvEpisode,1953
1197,8.0,5,short,2004
1198,8.2,107,tvEpisode,2014
1199,7.9,32,tvEpisode,1995
1200,8.0,111,tvEpisode,1971
1201,6.8,6,tvEpisode,1972
1202,9.2,8,short,2014
1203,7.7,107,tvEpisode,2001
1204,7.9,155,movie,2017
1205,4.8,475,movie,1988
1206,8.4,115,tvEpisode,2017
1207,8.2,111,tvEpisode,2018
1208,4.0,7,tvEpisode,2020
1209,8.3,16,tvShort,2007
1210,7.9,19,tvEpisode,2021
1211,6.7,11,tvEpisode,2016
1212,6.2,5,tvEpisode,2011
1213,8.9,7,tvEpisode,2015
1214,7.6,18,tvSeries,2019
1215,3.4,6,short,2010
1216,4.0,8,video,2014
1217,6.8,12,movie,2013
1218,5.2,5,tvEpisode,2009
1219,3.3,27,movie,2019
1220,7.4,5,tvEpisode,2020
1221,9.5,8,video,1993
1222,6.1,242,tvEpisode,2020
1223,8.6,5,tvEpisode,2015
1224,7.6,19,tvEpisode,2005
1225,8.7,11445,tvEpisode,2014
1226,7.9,8,tvEpisode,2015
1227,6.5,131,short,2016
1228,6.4,254,movie,1981
1229,8.6,25,tvEpisode,1961
1230,5.6,112,video,2013
1231,7.6,17,tvEpisode,2019
1232,8.1,150,tvEpisode,2013
1233,6.0,22,movie,1976
1234,8.6,350,tvEpisode,1994
1235,6.2,24,tvEpisode,2008
1236,6.9,11,tvEpisode,1999
1237,6.4,23,movie,1952
1238,7.9,7,tvEpisode,1996
1239,7.0,142,movie,1987
1240,7.8,93,tvEpisode,2012
1241,7.6,386,tvEpisode,1985
1242,8.6,9,short,2018
1243,6.3,83,movie,1995
1244,6.2,5,tvEpisode,2013
1245,7.1,7,tvEpisode,2019
1246,4.0,8,videoGame,1994
1247,7.3,20,tvEpisode,2013
1248,7.4,9,short,2012
1249,7.9,18,movie,2008
1250,5.4,222,movie,2012
1251,7.0,544351,movie,1996
1252,4.2,91,movie,2016
1253,7.4,80,tvSeries,2001
1254,6.7,10,tvEpisode,2006
1255,3.6,13,movie,1976
1256,7.5,11,movie,2016
1257,7.6,8,tvEpisode,1966
1258,4.8,69,video,1989
1259,5.1,8,tvEpisode,2021
1260,7.4,6,tvMovie,1974
1261,6.9,117,tvEpisode,2012
1262,4.5,199,movie,2019
1263,6.2,17,tvEpisode,2012
1264,7.4,9,short,2011
1265,8.2,5,tvEpisode,2011
1266,6.5,2510,tvSeries,1983
1267,4.3,132,movie,1958
1268,6.3,367,movie,1948
1269,8.1,15,tvEpisode,2011
1270,6.3,15,tvEpisode,2021
1271,8.4,6,video,2007
1272,8.5,52,tvMovie,1988
1273,8.0,14,tvEpisode,2012
1274,3.8,62,movie,2005
1275,7.2,12,tvEpisode,2009
1276,7.7,126,tvEpisode,2011
1277,6.5,20,tvSeries,1988
1278,7.7,41,short,2009
1279,5.3,15,tvSeries,2018
1280,6.6,19,movie,1959
1281,9.5,8,short,2012
1282,4.8,23,tvEpisode,2018
1283,7.4,12,movie,2012
1284,7.9,11,tvSeries,2011
1285,6.4,5,movie,2000
1286,6.2,5,tvEpisode,2017
1287,7.7,82,movie,2016
1288,8.2,71,tvEpisode,2018
1289,8.4,60,tvMovie,2006
1290,6.7,7,movie,2021
1291,9.0,5,tvSeries,2016
1292,8.3,25,tvMiniSeries,2020
1293,8.6,8,movie,2016
1294,7.1,47,tvEpisode,1989
1295,5.7,24,videoGame,2014
1296,8.0,16,movie,2011
1297,5.8,12,video,1987
1298,5.3,18,short,2015
1299,7.9,32,movie,2006
1300,4.3,83,movie,2020
1301,6.3,1220,movie,1994
1302,6.9,8,tvEpisode,2020
1303,6.6,10,tvEpisode,1954
1304,4.9,9,tvSeries,2008
1305,7.4,13,movie,1968
1306,5.4,53,movie,1987
1307,7.9,15,tvEpisode,2005
1308,8.9,8,short,2015
1309,8.8,83,tvSeries,2017
1310,6.6,45,video,1983
1311,5.6,33,videoGame,2013
1312,8.3,6,tvEpisode,2006
1313,7.3,7,tvEpisode,2010
1314,5.8,147,tvSpecial,2018
1315,5.4,112,short,1901
1316,4.6,9,tvEpisode,2018
1317,7.6,349,tvSeries,2009
1318,7.2,50,movie,2016
1319,8.6,5,tvEpisode,2012
1320,7.2,8,tvEpisode,2015
1321,6.3,8,tvEpisode,2017
1322,4.8,7,tvEpisode,2001
1323,6.9,17,tvEpisode,1969
1324,7.2,13,tvEpisode,2014
1325,8.4,232,tvEpisode,2021
1326,6.0,17,tvEpisode,2011
1327,6.8,160,tvEpisode,2007
1328,5.0,6,tvSeries,2001
1329,7.3,18,tvSeries,1995
1330,7.5,50,tvEpisode,1995
1331,6.6,15,tvSeries,1996
1332,6.0,8,video,1987
1333,7.3,11,tvMiniSeries,2009
1334,6.7,118,tvSeries,2007
1335,6.3,94,movie,1978
1336,8.5,15,short,2006
1337,8.0,87,tvEpisode,1998
1338,8.0,285255,tvSeries,2011
1339,4.6,112,short,1916
1340,7.6,12,tvSpecial,1982
1341,7.9,8,tvEpisode,2005
1342,8.2,13,tvMovie,2001
1343,5.1,9,video,2007
1344,8.0,39,tvEpisode,2014
1345,7.5,12,tvEpisode,1985
1346,5.2,267,movie,1971
1347,6.8,24,tvEpisode,1980
1348,6.4,6,movie,2015
1349,9.4,25,tvEpisode,2012
1350,6.2,149,movie,1966
1351,5.1,20,movie,2000
1352,7.9,10,movie,1916
1353,7.7,41,tvEpisode,2007
1354,3.0,240,tvSeries,1997
1355,4.6,18,tvSeries,2015
1356,8.0,22,tvEpisode,1957
1357,5.3,6,tvEpisode,2020
1358,6.2,103,movie,1982
1359,7.2,29,short,1996
1360,6.5,75,movie,2008
1361,8.5,11,tvEpisode,2002
1362,6.9,45,tvEpisode,2019
1363,7.3,6,movie,1974
1364,4.5,177,movie,1984
1365,4.0,22,tvMovie,2018
1366,5.9,20,short,2016
1367,6.6,8,short,2014
1368,6.4,10,tvEpisode,2017
1369,9.9,7,tvEpisode,2015
1370,7.3,140,tvEpisode,2020
1371,6.0,1415,tvMovie,2019
1372,7.2,5,movie,1988
1373,5.5,14,tvEpisode,1998
1374,6.3,72,short,2010
1375,4.8,8,video,1986
1376,8.2,11640,movie,2010
1377,7.4,7,tvEpisode,1974
1378,8.2,25,tvEpisode,2012
1379,7.0,21,tvEpisode,2005
1380,6.8,24,tvEpisode,2007
1381,7.4,8,movie,2005
1382,7.4,26,tvEpisode,2015
1383,7.4,2176,movie,1941
1384,7.1,16,tvEpisode,2002
1385,7.6,22,tvEpisode,2010
1386,6.0,6,tvEpisode,2002
1387,6.8,31,tvEpisode,2007
1388,6.5,11,movie,2011
1389,8.6,27,movie,2014
1390,6.3,8,movie,1971
1391,7.5,9,tvEpisode,1991
1392,8.0,26,tvEpisode,1990
1393,6.5,17,short,2005
1394,5.1,7,short,2014
1395,6.3,52,tvEpisode,2018
1396,10.0,7,tvMovie,2004
1397,5.7,212,short,2013
1398,9.4,11,short,2015
1399,7.6,37,short,2014
1400,6.9,9,tvEpisode,1957
1401,4.2,8,tvEpisode,2020
1402,6.8,13,short,2010
1403,6.1,14,tvEpisode,2013
1404,4.6,5,tvEpisode,2018
1405,7.3,24,tvEpisode,1997
1406,8.9,10,video,1979
1407,5.3,10,movie,1983
1408,8.9,9,tvEpisode,2007
1409,7.9,522,tvEpisode,2009
1410,8.1,28,tvEpisode,1969
1411,5.6,73,short,1934
1412,6.6,77,videoGame,2005
1413,8.5,6,movie,2016
1414,7.6,29,tvEpisode,2018
1415,7.6,38,tvEpisode,2009
1416,5.2,1207,video,2005
1417,10.0,6,tvEpisode,2019
1418,6.6,7,movie,1932
1419,7.5,68,tvEpisode,2017
1420,7.5,34,tvEpisode,2018
1421,7.2,5905,movie,2007
1422,8.6,8,short,2009
1423,6.3,10,movie,2018
1424,9.1,48,tvEpisode,2018
1425,7.8,33,tvEpisode,1998
1426,6.3,1422,movie,2006
1427,8.0,14,tvEpisode,1998
1428,5.2,22,movie,2019
1429,6.6,65,movie,1982
1430,5.6,17,movie,1983
1431,6.6,20,tvSeries,2013
1432,7.5,21580,movie,2006
1433,6.6,6,tvEpisode,2018
1434,8.6,10,video,2011
1435,8.0,7,movie,2010
1436,4.0,12,tvSeries,2012
1437,7.1,76,short,1958
1438,6.6,7,tvEpisode,2018
1439,4.7,10,movie,1962
1440,8.4,8,tvEpisode,2017
1441,7.2,15,movie,1941
1442,6.6,15,tvEpisode,2012
1443,4.5,8,tvEpisode,2016
1444,8.2,73,movie,2018
1445,7.2,22,tvEpisode,2020
1446,7.6,270,short,1935
1447,6.4,1618,movie,1966
1448,7.0,150,video,2006
1449,9.3,7,tvEpisode,2017
1450,8.9,12,movie,2019
1451,6.5,6,tvEpisode,2017
1452,8.2,10,tvEpisode,2018
1453,6.0,207,tvMovie,1990
1454,6.0,596,movie,2015
1455,4.4,5,tvEpisode,2016
1456,7.1,8,tvEpisode,1963
1457,5.7,91,movie,2011
1458,6.6,226,tvSeries,2020
1459,9.3,10,video,2019
1460,7.2,7,tvEpisode,2006
1461,6.8,327,movie,2017
1462,7.9,52,tvEpisode,2016
1463,5.8,45,short,1911
1464,7.4,182,tvEpisode,2004
1465,9.3,6,tvEpisode,2016
1466,5.3,7,tvMovie,2010
1467,8.5,15,tvEpisode,1962
1468,7.2,5,tvEpisode,2018
1469,7.6,72,tvEpisode,2016
1470,7.0,77,movie,2020
1471,7.8,8620,movie,1962
1472,7.2,1453,tvMiniSeries,2010
1473,6.2,9,tvEpisode,2003
1474,3.9,161,video,2001
1475,7.5,11,tvEpisode,2018
1476,6.8,20,tvEpisode,2007
1477,6.7,20,video,2003
1478,3.4,5,movie,2020
1479,6.3,103,short,1943
1480,6.2,6,movie,2017
1481,8.6,259,tvEpisode,2011
1482,6.6,673,movie,1970
1483,6.2,181,movie,1983
1484,4.0,9,tvEpisode,2007
1485,6.3,25,video,2000
1486,7.5,8,tvSeries,2014
1487,7.6,7,movie,2000
1488,7.5,48,short,2002
1489,5.6,33,movie,2014
1490,7.7,12,video,2012
1491,6.2,40,tvSeries,2012
1492,5.6,117,tvEpisode,2019
1493,6.8,10,movie,2020
1494,6.3,35793,movie,2020
1495,9.9,7,short,2017
1496,8.2,8,movie,2011
1497,7.4,153,tvEpisode,1996
1498,8.2,732,tvEpisode,2007
1499,4.4,5,short,2006
1500,7.9,16,tvEpisode,2008
1501,7.6,9,tvEpisode,2001
1502,8.2,491,tvEpisode,2019
1503,8.0,556,tvEpisode,2011
1504,8.1,12,short,2018
1505,7.6,7,movie,1937
1506,8.6,8,short,2008
1507,6.1,28,movie,1978
1508,3.0,8,tvSeries,2018
1509,6.4,46,tvSeries,1983
1510,5.8,923,movie,1967
1511,8.2,10,tvEpisode,1998
1512,8.4,42,tvEpisode,1990
1513,2.6,15,short,2009
1514,8.5,667,tvEpisode,2015
1515,7.3,57,movie,2010
1516,7.9,7,tvEpisode,2003
1517,8.6,30,tvEpisode,2015
1518,6.5,33,tvMovie,2016
1519,4.7,1764,tvMovie,2010
1520,8.5,34,tvSeries,2013
1521,9.0,8,tvMovie,2005
1522,8.0,22,tvEpisode,2009
1523,6.2,255,movie,1942
1524,6.3,55,tvMovie,2006
1525,6.9,21,tvMovie,2006
1526,6.7,14,short,2009
1527,9.0,5,tvEpisode,2019
1528,3.4,87,movie,2009
1529,7.2,10,tvEpisode,2020
1530,7.0,57,tvEpisode,1985
1531,6.7,43,tvEpisode,2002
1532,7.6,31,tvEpisode,1985
1533,8.8,696,tvEpisode,2013
1534,8.2,6,tvEpisode,1987
1535,5.8,891,tvMovie,2018
1536,8.7,7,tvEpisode,2008
1537,7.8,5,tvSeries,2019
1538,5.4,8,tvEpisode,2011
1539,5.7,46,tvEpisode,1999
1540,7.0,19,tvMovie,1988
1541,6.7,7,movie,1972
1542,7.4,937,tvEpisode,2014
1543,6.8,8,tvEpisode,1979
1544,4.5,1639,movie,2001
1545,7.3,15,tvEpisode,2019
1546,8.0,130,tvSeries,1998
1547,7.8,1802,tvEpisode,2017
1548,6.3,12,tvEpisode,2018
1549,7.1,7,tvEpisode,1960
1550,7.2,1996,movie,1955
1551,6.1,1147,movie,2016
1552,8.4,7,short,2012
1553,6.6,9,tvEpisode,2020
1554,7.3,184,tvEpisode,2019
1555,7.1,16,short,2012
1556,8.1,17,tvEpisode,2015
1557,2.8,442,movie,1983
1558,8.6,9,tvEpisode,2015
1559,5.3,22,movie,1951
1560,2.8,35,movie,2017
1561,6.8,17,tvEpisode,1976
1562,4.9,11,movie,1974
1563,8.4,34,short,2012
1564,7.4,12,short,1975
1565,8.3,11,tvEpisode,2016
1566,6.5,6,tvEpisode,2011
1567,6.8,28,movie,2016
1568,6.3,98,short,1915
1569,5.7,7,tvMiniSeries,2017
1570,5.9,20,tvEpisode,2007
1571,6.9,7,tvMovie,1997
1572,8.2,5,tvEpisode,2011
1573,6.5,46,short,2020
1574,7.4,63,tvSeries,2006
1575,5.1,7,movie,1988
1576,7.1,16,movie,2001
1577,5.3,20,tvSeries,2007
1578,7.5,15,video,1995
1579,6.1,233,tvSeries,2021
1580,8.8,6,tvEpisode,2004
1581,9.2,15,tvEpisode,2013
1582,7.2,23,tvSeries,2004
1583,5.8,18,tvEpisode,1985
1584,6.5,57,tvEpisode,1989
1585,7.6,97,tvEpisode,1970
1586,8.4,155,tvEpisode,2012
1587,7.9,8,short,2010
1588,6.9,12,movie,2014
1589,5.9,16,video,2021
1590,7.2,8,tvSeries,2008
1591,6.0,21,tvEpisode,1998
1592,7.7,89,tvEpisode,2013
1593,6.5,12,tvEpisode,2006
1594,8.7,7,tvEpisode,2008
1595,6.6,12646,tvSeries,2002
1596,8.4,5,tvEpisode,2009
1597,6.5,6,tvSeries,2019
1598,6.2,161,movie,1978
1599,7.6,93,tvEpisode,2011
1600,2.0,18,tvEpisode,2019
1601,7.4,38,short,2013
1602,6.6,5,tvEpisode,2014
1603,7.5,79,short,2008
1604,7.8,6,tvEpisode,2016
1605,5.0,78,movie,2018
1606,5.6,6,tvEpisode,2002
1607,7.0,5,movie,1985
1608,9.2,17,movie,2017
1609,7.0,14,short,2010
1610,7.5,9,tvEpisode,2006
1611,7.5,12,tvSeries,2016
1612,5.6,392,tvMovie,2007
1613,6.3,31,short,2008
1614,8.4,10,tvEpisode,2019
1615,7.0,5,tvEpisode,2018
1616,5.9,17,tvMiniSeries,2020
1617,7.5,61,tvEpisode,2018
1618,5.9,16,tvEpisode,2019
1619,7.4,675,tvEpisode,2015
1620,7.8,568,tvEpisode,2001
1621,7.5,165,movie,2010
1622,7.8,6,tvEpisode,2020
1623,8.7,6,short,2011
1624,7.3,15,tvSeries,2015
1625,8.4,5,tvEpisode,2017
1626,7.3,15,tvEpisode,2015
1627,8.2,6,tvMovie,2007
1628,5.5,25,movie,2012
1629,7.3,7,movie,2020
1630,7.2,10667,movie,1998
1631,3.7,114,movie,2014
1632,9.4,5,tvEpisode,2019
1633,8.2,5,short,2013
1634,7.2,20,short,2007
1635,6.9,10,movie,2008
1636,4.7,144,movie,2009
1637,7.6,151,tvSeries,1989
1638,7.1,49,tvEpisode,1975
1639,7.4,83,tvEpisode,1995
1640,7.9,11,short,2010
1641,6.3,59,tvEpisode,2020
1642,7.5,21,tvSeries,2001
1643,6.6,27,movie,2018
1644,7.2,17,short,2020
1645,8.8,20,tvEpisode,2010
1646,6.1,342,movie,1935
1647,6.9,167,tvEpisode,1987
1648,7.4,21,tvEpisode,2016
1649,3.7,12,movie,2016
1650,9.3,126,tvEpisode,1957
1651,7.4,58,tvEpisode,1998
1652,7.4,18,tvEpisode,2010
1653,6.8,54,movie,2019
1654,8.8,5,tvMovie,2014
1655,6.1,1114,movie,2000
1656,6.8,5,tvEpisode,2012
1657,3.1,10,tvSeries,2014
1658,6.3,9,tvEpisode,2003
1659,4.8,28,tvEpisode,2012
1660,7.6,5,tvEpisode,2012
1661,5.4,13,video,1991
1662,6.1,263,movie,2017
1663,7.0,5029,movie,2011
1664,8.0,5,tvEpisode,2009
1665,7.3,19,tvEpisode,1982
1666,6.2,14,videoGame,1987
1667,5.0,7,movie,1971
1668,5.1,128,movie,2008
1669,7.7,16,short,1999
1670,7.5,12,tvEpisode,2002
1671,5.8,17,tvEpisode,1965
1672,7.7,61,movie,2008
1673,7.2,18,tvEpisode,1958
1674,5.9,7,video,2016
1675,9.9,16,tvEpisode,2020
1676,6.2,48,tvSeries,2013
1677,6.6,10,tvEpisode,2009
1678,7.8,70,movie,1943
1679,7.1,22,tvEpisode,1984
1680,5.9,12,tvSpecial,1981
1681,7.8,6,tvEpisode,2008
1682,7.7,15,tvEpisode,2001
1683,8.1,61,tvEpisode,2001
1684,4.4,2225,video,2005
