id,averageRating,numVotes,titleType,startYear
20708,8.5,10,tvEpisode,2019
20709,8.5,11,tvSeries,2011
20710,8.9,24,tvEpisode,2016
20711,7.6,20,tvEpisode,2016
20712,8.8,14,short,2016
20713,9.3,10,tvEpisode,2016
20714,8.4,584,tvEpisode,2013
20715,6.6,54,short,1953
20716,6.6,5,short,2013
20717,3.9,199,movie,1955
20718,5.4,24,tvEpisode,2008
20719,4.8,468,movie,1917
20720,8.8,6,tvMovie,2015
20721,5.3,409,movie,1958
20722,9.8,44,tvSeries,2019
20723,7.3,631,movie,2014
20724,6.5,75,tvMiniSeries,2020
20725,7.8,29,tvEpisode,2009
20726,6.3,14,tvEpisode,1953
20727,4.7,104,movie,1964
20728,7.0,53,tvEpisode,2009
20729,6.7,70,movie,2004
20730,7.2,9,video,2006
20731,8.1,16,movie,2013
20732,8.2,14,short,2009
20733,7.7,206,tvEpisode,1991
20734,5.1,106,movie,2011
20735,7.6,699,tvEpisode,2011
20736,7.4,559,tvEpisode,2021
20737,6.0,137,movie,2019
20738,7.4,8,movie,2013
20739,6.4,79,movie,1993
20740,7.8,319,tvEpisode,1961
20741,8.6,851,tvEpisode,2007
20742,7.5,19,tvSeries,2021
20743,8.1,8,tvEpisode,1990
20744,7.8,97,tvEpisode,2012
20745,5.7,158,movie,2001
20746,6.7,10,short,1902
20747,9.4,8,tvEpisode,2019
20748,6.6,5,short,2013
20749,6.9,50,movie,2005
20750,9.8,8461,tvEpisode,2015
20751,6.7,16,tvEpisode,2016
20752,6.7,21,short,2006
20753,5.6,155,movie,2010
20754,7.4,9,tvMovie,2004
20755,8.3,267,tvEpisode,2017
20756,4.2,81,movie,2018
20757,6.9,16,tvEpisode,1985
20758,7.0,22,tvEpisode,1971
20759,4.5,85,tvSeries,1999
20760,7.1,14,tvEpisode,1966
20761,6.5,30,tvEpisode,2013
20762,7.8,3677,tvSeries,2016
20763,5.9,552,tvMovie,1973
20764,6.0,14,tvEpisode,2019
20765,7.1,13,tvEpisode,2011
20766,6.9,10,short,2010
20767,2.4,68,movie,2021
20768,5.3,11,videoGame,2007
20769,7.8,8,movie,2018
20770,7.0,1097,tvEpisode,2019
20771,2.9,18,movie,2019
20772,7.3,27,tvEpisode,1998
20773,9.0,53,movie,2019
20774,8.3,47,movie,1973
20775,6.0,19,tvEpisode,2005
20776,7.1,8,tvEpisode,2012
20777,7.7,98,movie,2020
20778,7.0,9,tvEpisode,2005
20779,7.4,99,tvEpisode,1988
20780,6.0,28,movie,1940
20781,6.7,38,tvEpisode,2011
20782,7.0,521,movie,1956
20783,3.8,6,video,2011
20784,8.0,1720,short,1949
20785,6.1,9,tvEpisode,2021
20786,6.1,14,short,2019
20787,6.9,100,tvEpisode,2021
20788,7.6,21,tvEpisode,1967
20789,7.1,8,tvEpisode,2020
20790,5.7,41736,movie,1992
20791,8.1,37,tvSeries,2016
20792,5.1,138,movie,2002
20793,6.5,411,tvSeries,1993
20794,5.3,60,video,1988
20795,7.5,1497,tvEpisode,2000
20796,1.9,10,tvEpisode,2012
20797,5.5,351,movie,2020
20798,6.5,17,tvEpisode,1999
20799,5.8,42,movie,2019
20800,6.6,8,short,2012
20801,7.6,41,tvMiniSeries,2013
20802,9.2,6,tvSpecial,2019
20803,5.3,251,movie,2018
20804,7.4,18,tvEpisode,1958
20805,8.6,20,tvEpisode,1962
20806,5.1,17,tvSeries,1981
20807,7.0,2708,tvSeries,2008
20808,5.3,11,tvEpisode,2017
20809,8.2,180,tvEpisode,2016
20810,7.3,66,video,1972
20811,7.6,140,tvEpisode,2016
20812,7.6,9,tvEpisode,2010
20813,6.3,6,tvEpisode,2004
20814,7.8,6,tvEpisode,2008
20815,8.3,89,tvSeries,1993
20816,9.0,39,tvSpecial,2004
20817,6.7,762,tvSeries,1962
20818,6.5,30,movie,1973
20819,6.9,173,movie,1964
20820,4.4,21,tvEpisode,2007
20821,7.8,12,tvEpisode,2019
20822,6.8,9,tvEpisode,1978
20823,7.8,22,tvEpisode,2012
20824,7.8,1105,tvMiniSeries,2019
20825,6.6,6,tvMovie,2007
20826,8.8,12,tvEpisode,2020
20827,6.9,74,movie,1965
20828,5.3,23,tvEpisode,2020
20829,6.7,19,video,2005
20830,4.4,5,tvSeries,2018
20831,5.4,16,tvEpisode,2008
20832,2.8,7,movie,1982
20833,6.0,14,short,1918
20834,4.2,48,short,2006
20835,7.9,56,tvEpisode,2019
20836,9.2,5,tvEpisode,2019
20837,7.7,1574,tvSeries,2007
20838,2.5,4822,movie,1971
20839,8.3,64,tvSeries,1971
20840,8.0,5,tvEpisode,2007
20841,8.3,16,tvEpisode,1993
20842,8.1,264,tvEpisode,2006
20843,7.8,5,tvEpisode,2020
20844,8.1,18,tvEpisode,2018
20845,6.0,13,tvEpisode,1963
20846,7.8,447,tvEpisode,1989
20847,6.4,23,tvEpisode,2017
20848,5.1,6197,movie,2016
20849,9.9,9,tvEpisode,2017
20850,6.6,28,movie,1978
20851,9.0,17325,tvEpisode,2016
20852,6.9,29,tvEpisode,1996
20853,7.5,31,tvEpisode,2015
20854,7.3,455,tvEpisode,2012
20855,6.8,5,tvEpisode,2020
20856,7.8,7,tvEpisode,2018
20857,5.2,55,tvEpisode,1998
20858,7.3,7,tvEpisode,2014
20859,2.3,2839,movie,1971
20860,3.8,30,short,2017
20861,7.0,90,tvEpisode,1967
20862,7.8,160,tvEpisode,2019
20863,7.9,23,tvEpisode,1975
20864,8.1,21,tvEpisode,2008
20865,7.9,25,tvMovie,2008
20866,4.8,515,movie,2009
20867,8.8,10,video,2007
20868,7.9,1775,tvEpisode,2015
20869,7.7,1331,tvEpisode,2015
20870,8.3,33,tvEpisode,1959
20871,6.7,151,movie,2016
20872,3.9,9,short,1935
20873,8.8,17,tvEpisode,2014
20874,7.2,8,tvEpisode,1991
20875,7.9,63,tvEpisode,1994
20876,4.7,18,video,2011
20877,4.2,11,tvMovie,2000
20878,8.9,24,short,2017
20879,10.0,5,movie,2020
20880,6.7,15,short,2009
20881,8.1,356,tvEpisode,2016
20882,5.4,97,short,1947
20883,6.5,23,tvEpisode,1987
20884,6.4,14,tvEpisode,1997
20885,5.8,6,tvEpisode,2009
20886,6.4,56,movie,2004
20887,8.2,27,tvSeries,2014
20888,8.2,53,movie,2018
20889,8.6,24,tvEpisode,2018
20890,6.8,9,short,2009
20891,6.7,136,movie,1942
20892,4.3,60,movie,2016
20893,7.5,50,tvEpisode,1977
20894,6.9,38,tvEpisode,2016
20895,5.2,6,tvEpisode,2000
20896,5.0,6,short,1982
20897,8.0,1375,tvEpisode,2018
20898,7.2,15,tvEpisode,2016
20899,6.5,8,short,2010
20900,9.2,6,tvEpisode,2019
20901,5.1,17,movie,2014
20902,6.4,225,movie,2018
20903,7.4,7,tvEpisode,2001
20904,6.8,6,short,2010
20905,5.5,13,movie,1992
20906,7.0,37,tvEpisode,1977
20907,7.8,2663,videoGame,2019
20908,7.7,7,tvEpisode,2020
20909,6.6,8,tvEpisode,2006
20910,8.3,87,tvEpisode,1959
20911,7.6,312,tvEpisode,2010
20912,7.6,8,tvEpisode,2018
20913,7.6,26,tvEpisode,2018
20914,7.3,67,video,2006
20915,7.7,49,tvSeries,1987
20916,4.2,8,tvEpisode,2008
20917,5.7,10,videoGame,1992
20918,4.1,106,short,2007
20919,6.5,15,short,2009
20920,6.5,26,video,2007
20921,4.5,9440,movie,2018
20922,7.0,5,tvEpisode,2020
20923,7.4,12,short,1998
20924,6.7,7,short,2012
20925,8.8,34,tvSeries,2017
20926,8.1,17,tvEpisode,2016
20927,8.3,28,tvEpisode,1987
20928,6.7,16,videoGame,1980
20929,7.3,10,tvEpisode,1991
20930,6.6,5,tvSeries,2013
20931,5.6,68,movie,1969
20932,8.2,48,tvEpisode,2017
20933,7.9,16,tvEpisode,2013
20934,7.9,9,video,2013
20935,7.6,64,tvEpisode,1995
20936,7.2,6,tvEpisode,2003
20937,6.9,7,tvEpisode,1995
20938,5.6,10,short,1907
20939,5.4,65,movie,2002
20940,4.9,278,short,2008
20941,4.6,226,movie,1999
20942,7.0,6,tvSpecial,1981
20943,6.4,257,movie,1942
20944,5.0,29,video,2005
20945,5.3,7,short,1899
20946,5.9,36,movie,2015
20947,6.6,5,video,1989
20948,8.5,82,tvEpisode,1977
20949,7.4,9,tvMovie,1967
20950,6.6,37,tvEpisode,1988
20951,2.8,6,tvEpisode,2007
20952,6.4,962,movie,1952
20953,6.1,9,tvEpisode,2013
20954,7.7,13,tvEpisode,2021
20955,8.4,10,movie,2012
20956,5.1,7,tvEpisode,2020
20957,7.4,120,tvSeries,1960
20958,6.7,91,tvEpisode,1986
20959,8.3,14,video,2004
20960,8.2,31,tvEpisode,2019
20961,7.0,6,movie,2004
20962,5.7,24,movie,2012
20963,7.8,13,movie,2012
20964,8.0,26,tvEpisode,2014
20965,6.5,6,tvMiniSeries,2013
20966,6.1,10,short,2001
20967,7.5,22,movie,2011
20968,4.4,9,tvEpisode,2003
20969,6.3,18,videoGame,2011
20970,7.4,63,short,2001
20971,8.0,7,tvEpisode,2016
20972,8.8,5,tvEpisode,1974
20973,4.4,48,video,2005
20974,5.2,101,movie,2008
20975,8.1,7,tvEpisode,1989
20976,8.3,19,tvEpisode,2002
20977,8.9,38,short,2008
20978,6.5,95,tvSeries,2007
20979,5.8,6,short,2010
20980,6.1,9,tvEpisode,2001
20981,5.4,13,video,2012
20982,6.2,10,tvEpisode,2002
20983,5.2,16,movie,1924
20984,7.0,22,tvMovie,2018
20985,8.2,26,tvEpisode,2006
20986,7.9,82,tvEpisode,1997
20987,8.2,25,videoGame,2009
20988,6.6,115,tvMiniSeries,1985
20989,7.4,140,tvMiniSeries,1999
20990,6.8,18,movie,2011
20991,5.6,1049,movie,1996
20992,6.2,12,movie,2007
20993,7.3,67,tvSpecial,2009
20994,5.0,5,tvEpisode,2002
20995,6.9,17,tvEpisode,2011
20996,6.1,154,movie,1949
20997,8.4,31,tvEpisode,2012
20998,6.0,39,movie,1993
20999,7.4,275,movie,1999
21000,8.9,15,tvMovie,1991
21001,7.7,25,short,2020
21002,5.3,83,movie,2020
21003,1.4,8,tvMovie,2009
21004,9.1,7,tvEpisode,2004
21005,6.5,20,tvEpisode,2002
21006,7.6,23,tvEpisode,2021
21007,5.5,145,movie,2015
21008,5.6,6,tvEpisode,1986
21009,6.4,14,short,2009
21010,7.5,403,tvEpisode,1965
21011,3.5,427,movie,2015
21012,7.5,7,tvMovie,2001
21013,8.0,7,tvEpisode,2011
21014,7.8,643,video,2011
21015,4.6,6,short,2011
21016,5.0,24,tvMovie,2011
21017,8.2,13,tvEpisode,2016
21018,7.6,172851,movie,2002
21019,8.7,7,tvEpisode,1995
21020,5.6,7,tvEpisode,2016
21021,7.6,93,tvEpisode,2020
21022,7.1,32,tvEpisode,1986
21023,7.4,29,tvEpisode,1971
21024,6.7,1263,movie,1945
21025,7.2,15,short,1971
21026,3.2,25,movie,2019
21027,7.3,60,movie,1960
21028,7.4,5156,movie,1920
21029,5.7,128,tvSeries,2016
21030,8.4,398,tvEpisode,1975
21031,6.4,5,movie,1979
21032,7.2,112,tvEpisode,2021
21033,7.5,197,tvEpisode,2021
21034,5.6,18320,movie,2008
21035,3.5,13,video,2013
21036,6.4,7,short,2020
21037,7.8,5,tvEpisode,1960
21038,6.4,452,short,2017
21039,4.1,8,movie,2011
21040,7.8,15,tvEpisode,1969
21041,7.8,32,tvEpisode,2018
21042,5.0,13,movie,2019
21043,8.2,507,tvEpisode,2015
21044,7.7,462,tvEpisode,2018
21045,5.5,48,movie,1957
21046,7.7,57,tvEpisode,2010
21047,8.7,11,tvEpisode,2012
21048,5.6,6,video,1984
21049,6.5,13,tvMiniSeries,1988
21050,5.3,6,tvEpisode,2005
21051,7.2,7,tvSeries,1996
21052,5.9,28,short,1907
21053,5.7,242,movie,2019
21054,6.8,234,tvSpecial,2017
21055,9.3,56,short,2017
21056,6.5,288,movie,2001
21057,5.9,8,tvEpisode,2011
21058,8.0,9,tvEpisode,2016
21059,6.6,28,tvEpisode,2012
21060,8.0,5,short,2011
21061,8.0,50,tvEpisode,1974
21062,8.0,5,tvEpisode,1995
21063,7.2,9,short,2000
21064,7.5,62,tvEpisode,2015
21065,8.6,8,short,2015
21066,5.3,22,movie,2004
21067,7.6,9,short,1967
21068,6.6,414,short,2016
21069,5.1,78,movie,1984
21070,5.7,36,movie,1990
21071,5.8,50,movie,1970
21072,7.6,26,tvEpisode,1997
21073,6.3,173,tvEpisode,2008
21074,7.7,11,tvEpisode,2011
21075,6.0,7,tvEpisode,2017
21076,6.3,233,tvMovie,1994
21077,8.7,1023,videoGame,1996
21078,5.8,234,movie,1935
21079,7.0,193,movie,1977
21080,6.6,829,movie,2011
21081,8.1,61,tvEpisode,1987
21082,5.2,128,movie,2019
21083,7.6,30,tvEpisode,2014
21084,3.9,135,movie,1974
21085,4.4,24,video,1995
21086,7.4,470,tvEpisode,2014
21087,7.1,9,tvEpisode,1999
21088,7.8,6,tvEpisode,2016
21089,9.1,37,tvEpisode,2016
21090,9.7,32,tvEpisode,2011
21091,7.2,24,short,2006
21092,7.2,11,tvEpisode,1987
21093,6.3,93866,movie,1979
21094,7.0,12,video,2006
21095,7.8,23,tvEpisode,2016
21096,8.2,1474,tvSeries,2015
21097,8.0,2541,tvEpisode,1991
21098,9.4,63,video,2018
21099,7.0,23,tvEpisode,2012
21100,5.0,20,tvMovie,2012
21101,5.8,3019,tvMovie,1988
21102,6.9,1936,tvSeries,2020
21103,7.5,114,tvEpisode,2017
21104,7.5,8,tvEpisode,2020
21105,8.4,399,tvEpisode,2007
21106,7.9,35,tvEpisode,2000
21107,7.8,5,movie,2018
21108,2.5,67,movie,2007
21109,7.6,212,tvEpisode,2016
21110,6.5,6,tvEpisode,2011
21111,5.0,101,short,1896
21112,7.8,29,tvEpisode,2010
21113,6.9,8,tvMovie,2009
21114,9.0,293,tvEpisode,1964
21115,6.9,16,videoGame,1999
21116,4.7,8,tvMovie,2003
21117,8.6,138,tvEpisode,2015
21118,7.7,24,tvEpisode,2019
21119,6.5,83,tvMovie,2013
21120,7.0,7,tvEpisode,2012
21121,6.2,37,tvMovie,2018
21122,5.4,30,short,2008
21123,6.8,16,short,2020
21124,8.0,9,tvMiniSeries,2016
21125,2.8,5,tvEpisode,1974
21126,9.0,5,short,2010
21127,5.8,181,video,1987
21128,9.0,5,movie,2013
21129,7.1,67,movie,1988
21130,4.9,57,movie,2015
21131,8.5,8,tvEpisode,2015
21132,6.8,25,video,2018
21133,8.5,134,tvEpisode,2017
21134,5.6,11,tvEpisode,2020
21135,8.7,7,tvEpisode,2014
21136,7.1,43,short,1927
21137,8.6,47,tvEpisode,2019
21138,6.0,31,tvMovie,2012
21139,7.9,20,tvEpisode,2014
21140,5.3,12,video,2000
21141,6.1,7,short,2013
21142,7.7,15,tvEpisode,2012
21143,5.4,112,video,1991
21144,7.9,186,tvEpisode,2012
21145,5.6,127,tvEpisode,2013
21146,5.9,11,short,1999
21147,7.0,7,tvEpisode,1997
21148,6.8,10,tvEpisode,2012
21149,7.5,15,tvEpisode,1957
21150,6.3,15,tvSpecial,2012
21151,7.0,6,tvEpisode,1996
21152,6.4,11,movie,1926
21153,8.3,140,tvEpisode,1996
21154,7.9,204,tvEpisode,2018
21155,7.0,11,movie,2020
21156,8.1,34,tvEpisode,2016
21157,7.3,7,tvEpisode,1967
21158,7.0,37,tvEpisode,2021
21159,7.8,5,tvEpisode,2017
21160,6.4,20,tvEpisode,1972
21161,7.2,9,short,1974
21162,9.7,6,short,2012
21163,4.0,14,movie,1974
21164,6.6,751,tvMovie,2020
21165,6.2,19,tvEpisode,2013
21166,6.5,38,tvEpisode,2021
21167,4.9,22,tvSeries,1986
21168,7.8,8,movie,2008
21169,7.3,41,tvEpisode,1983
21170,7.6,48,tvEpisode,1989
21171,7.1,11,tvEpisode,2014
21172,6.6,7,videoGame,2009
21173,5.2,5,short,1918
21174,8.3,62,tvEpisode,2008
21175,8.1,441,tvEpisode,2019
21176,7.1,3190,short,2013
21177,4.4,5082,movie,2019
21178,3.4,77,movie,2016
21179,8.8,967,tvEpisode,1999
21180,5.3,183,short,1934
21181,6.4,13,tvEpisode,2017
21182,6.8,16,movie,2004
21183,3.5,226,movie,2003
21184,5.6,1768,movie,2021
21185,7.0,17,videoGame,2004
21186,7.1,9,tvEpisode,2019
21187,6.8,5426,movie,1992
21188,7.7,12,movie,2009
21189,7.8,253,video,2016
21190,5.7,74,movie,1982
21191,6.8,52,tvMovie,2017
21192,7.7,46,video,1989
21193,8.6,5,tvSeries,2004
21194,8.2,9,video,2017
21195,7.3,42,tvEpisode,2009
21196,6.9,28,movie,2017
21197,7.5,8,tvEpisode,2017
21198,6.5,7,movie,1983
21199,8.0,47,tvEpisode,2012
21200,6.9,1212,tvEpisode,2009
21201,4.9,90,video,2001
21202,8.2,6,tvEpisode,2021
21203,7.1,58,movie,2016
21204,6.4,9,tvEpisode,2015
21205,7.5,6,tvEpisode,1987
21206,9.0,27,video,2018
21207,5.0,6,tvEpisode,2008
21208,7.9,210,tvEpisode,2008
21209,6.8,5,video,2015
21210,8.2,61,tvEpisode,2014
21211,4.2,12,video,1985
21212,5.3,8,movie,1980
21213,7.4,27,tvEpisode,2006
21214,9.8,24,tvEpisode,2012
21215,7.8,12,tvEpisode,2017
21216,3.4,228,movie,2016
21217,5.6,16,tvSeries,1993
21218,7.5,83,videoGame,2007
21219,6.0,6,video,2008
21220,7.3,9,tvEpisode,1984
21221,4.5,10,short,1897
21222,6.1,52,movie,2010
21223,6.8,21,tvMovie,1962
21224,5.1,19,movie,2009
21225,6.4,8,tvEpisode,1958
21226,6.1,101,tvMovie,1997
21227,5.4,79,movie,2018
21228,8.1,48,movie,2018
21229,8.0,217,tvEpisode,2016
21230,8.3,6,movie,2011
21231,3.8,159,movie,1977
21232,8.4,5,movie,2003
21233,1.6,23,short,2016
21234,6.3,17,tvSeries,2013
21235,7.8,11,movie,2018
21236,8.0,80,tvEpisode,1959
21237,7.7,9,tvEpisode,1985
21238,7.5,13,short,1991
21239,6.8,15,movie,1966
21240,9.1,74,tvEpisode,1966
21241,9.0,11,tvEpisode,2013
21242,6.3,1062,movie,2015
21243,7.8,26,tvEpisode,2015
21244,7.8,8,tvEpisode,2012
21245,6.7,13,tvEpisode,1996
21246,7.4,9,tvEpisode,2002
21247,5.8,5,short,2018
21248,7.9,9,tvEpisode,2013
21249,8.2,12,tvMovie,2000
21250,7.3,46,tvEpisode,1999
21251,7.9,7,tvEpisode,2014
21252,6.8,3652,video,2000
21253,7.0,16,tvEpisode,2018
21254,8.9,9,tvEpisode,1987
21255,6.5,15,tvSeries,1983
21256,8.5,12,videoGame,1996
21257,7.9,85,tvEpisode,2005
21258,5.6,11,movie,2014
21259,5.9,7,tvEpisode,2009
21260,6.3,27,short,1924
21261,8.7,23,tvEpisode,2018
21262,7.6,29,tvEpisode,1958
21263,6.4,17,tvEpisode,2007
21264,7.0,18,tvEpisode,2017
21265,7.9,8,tvSeries,2017
21266,7.3,53,short,2011
21267,5.8,2046,movie,2014
21268,8.3,7,tvEpisode,2007
21269,7.4,3168,movie,2013
21270,3.9,386,tvSeries,2014
21271,2.4,14,tvSpecial,1981
21272,6.9,20,short,2012
21273,7.7,29,tvMovie,2002
21274,7.7,20,short,2002
21275,7.8,29,movie,2011
21276,7.0,50,video,1996
21277,8.3,12,video,1999
21278,5.7,119,tvEpisode,2016
21279,6.4,29,short,1979
21280,7.1,9,tvEpisode,2020
21281,8.2,20,movie,2013
21282,4.0,237,movie,2008
21283,6.2,11,tvEpisode,2008
21284,7.2,8,tvEpisode,2020
21285,7.8,147,movie,1955
21286,4.0,9,video,2009
21287,6.4,5,video,2002
21288,6.9,114266,movie,1999
21289,4.0,12,tvEpisode,1995
21290,6.5,14,tvMovie,1997
21291,8.0,126,tvEpisode,1998
21292,5.6,14,tvSeries,2002
21293,9.8,22,short,2020
21294,6.9,72,tvEpisode,2008
21295,6.7,1200,movie,1931
21296,8.0,5,tvEpisode,2018
21297,4.6,5,tvSeries,2010
21298,9.3,8,tvEpisode,2005
21299,3.0,1023,movie,1983
21300,8.0,114,tvEpisode,1985
21301,7.3,79,movie,1984
21302,7.8,104,tvEpisode,1998
21303,7.5,17,video,2003
21304,7.0,77,video,2006
21305,6.9,41,tvEpisode,1985
21306,6.9,52,tvEpisode,2013
21307,4.6,39,tvMovie,1973
21308,5.7,34,tvMovie,2007
21309,8.0,3073,tvEpisode,2013
21310,6.0,155,tvMovie,1996
21311,6.5,20,movie,2010
21312,3.2,30,movie,1986
21313,8.1,28,tvEpisode,2016
21314,4.8,22,short,2016
21315,7.1,18,video,1996
21316,6.4,13,tvEpisode,2018
21317,6.9,2039,movie,2012
21318,6.5,6,tvEpisode,2005
21319,9.1,331,tvEpisode,2008
21320,8.6,58,tvEpisode,2018
21321,7.6,36,tvEpisode,2013
21322,4.8,371,movie,1929
21323,5.9,145,movie,1974
21324,5.1,40,movie,2021
21325,7.8,288,tvEpisode,2019
21326,5.5,145,tvSeries,1977
21327,5.8,6,tvMovie,2018
21328,6.7,1164,movie,2018
21329,5.1,18,movie,2019
21330,6.1,45,movie,1979
21331,7.4,11,movie,1990
21332,7.0,5,tvEpisode,2020
21333,6.0,5,tvEpisode,2007
21334,5.6,7,movie,1973
21335,6.4,545,movie,2000
21336,9.0,13,tvEpisode,2019
21337,7.6,42,tvEpisode,2014
21338,7.0,61,tvEpisode,1982
21339,7.4,10,short,2016
21340,7.7,8,tvEpisode,1997
21341,7.6,29,tvEpisode,2012
21342,8.6,548,tvEpisode,2021
21343,6.1,3127,movie,1973
21344,6.0,7,tvEpisode,1968
21345,6.6,323,movie,1952
21346,8.0,13,video,2020
21347,7.5,17,tvEpisode,2012
21348,6.5,10,tvSeries,2013
21349,7.3,28,tvEpisode,1962
21350,7.5,271,tvSeries,2006
21351,8.1,14,tvEpisode,1960
21352,6.0,7,tvEpisode,2011
21353,7.7,37,tvEpisode,1963
21354,8.6,6,video,2008
21355,7.8,6,movie,1969
21356,8.1,12,tvEpisode,2001
21357,6.8,22,tvEpisode,2010
21358,7.6,7,tvEpisode,2013
21359,4.8,405,tvSeries,2006
21360,6.3,8,movie,1979
21361,6.7,16,short,2008
21362,7.2,156,tvShort,2011
21363,6.5,386,movie,1951
21364,4.3,31,short,1894
21365,8.1,1745,tvEpisode,2020
21366,8.4,62,videoGame,2007
21367,7.8,55,short,1998
21368,7.3,601,movie,1960
21369,6.2,25,movie,2001
21370,7.5,11,tvEpisode,2008
21371,8.0,204,tvSeries,1993
21372,2.1,18,tvSeries,2006
21373,7.6,5,tvEpisode,2012
21374,8.1,299,tvEpisode,1989
21375,6.4,7,tvEpisode,1963
21376,6.8,29,movie,2018
21377,7.8,18,tvEpisode,1993
21378,7.2,27982,movie,2005
21379,4.4,6,video,2012
21380,6.5,7,tvEpisode,1996
21381,7.4,17,tvSeries,2009
21382,8.2,8,short,2015
21383,7.3,74,tvEpisode,2018
21384,6.2,358,movie,2004
21385,6.9,44,tvMovie,1990
21386,5.3,260,movie,1998
21387,7.3,6,short,2001
21388,7.6,6,video,2012
21389,5.4,31,tvMovie,2018
21390,7.1,16,movie,2018
21391,6.2,1336,movie,2018
21392,9.7,20,tvEpisode,2004
21393,5.3,262,movie,2011
21394,5.6,8,tvMovie,1999
21395,6.4,215,short,2019
21396,5.2,378,movie,2004
21397,8.5,259,tvEpisode,2015
21398,6.9,95,tvMovie,1998
21399,7.8,11,tvEpisode,2019
21400,7.3,6,tvEpisode,2011
21401,5.1,9,tvEpisode,2017
21402,7.1,29,movie,1974
21403,5.2,14,short,1913
21404,7.4,37,videoGame,2014
21405,7.5,88,movie,2015
21406,5.6,201,tvSeries,2017
21407,7.4,5,tvEpisode,1963
21408,7.0,15,short,2017
21409,7.6,12,tvEpisode,2017
21410,6.0,46,movie,1969
21411,7.0,23,movie,2020
21412,6.8,10,tvSeries,2018
21413,2.5,11,movie,2018
21414,6.2,14,movie,1994
21415,6.4,17,video,2004
21416,5.9,17,tvEpisode,2003
21417,7.3,6,tvEpisode,2017
21418,6.6,28,tvMovie,2016
21419,7.9,43,movie,2005
21420,8.2,12,short,2008
21421,8.0,10,tvEpisode,2020
21422,7.5,202,tvEpisode,2013
21423,7.3,7,tvEpisode,1989
21424,8.0,6,tvEpisode,2015
21425,8.6,5,short,2010
21426,4.3,137,movie,2003
21427,4.5,22,short,2008
21428,7.3,957,movie,1975
21429,7.6,1124,tvEpisode,2012
21430,7.9,32,tvEpisode,2004
21431,4.6,42,tvMovie,1991
21432,3.7,6646,movie,1985
21433,3.0,8,movie,1977
21434,6.1,22,tvMovie,2007
21435,6.8,8,tvEpisode,2006
21436,8.0,5,tvEpisode,2017
21437,8.2,106,tvEpisode,2016
21438,1.6,5,movie,1962
21439,7.2,15,tvEpisode,2019
21440,6.5,356,movie,1947
21441,7.7,204,tvEpisode,2016
21442,4.6,171,tvSeries,2008
21443,6.9,17,tvEpisode,2010
21444,8.2,15,tvEpisode,1970
21445,7.9,8,tvEpisode,2009
21446,8.1,243,tvEpisode,2019
21447,8.0,92,tvEpisode,2020
21448,7.3,25,tvEpisode,1998
21449,7.7,56,tvEpisode,2005
21450,7.8,5,tvEpisode,2015
21451,7.7,18,tvEpisode,2003
21452,7.2,5,tvEpisode,2014
21453,7.6,12,video,2019
21454,7.9,7,tvEpisode,2008
21455,7.6,12,tvEpisode,2012
21456,7.1,76,tvEpisode,1974
21457,3.4,46,movie,2012
21458,7.7,86,tvEpisode,2017
21459,7.6,295,tvEpisode,2012
21460,6.0,311,movie,1967
21461,6.7,3121,video,2001
21462,7.0,7,movie,1928
21463,7.3,12,short,2006
21464,7.2,51,tvEpisode,1966
21465,6.1,66,video,1991
21466,9.6,7,video,2020
21467,8.9,43,tvEpisode,2021
21468,10.0,69,tvEpisode,2020
21469,7.9,272,tvEpisode,1987
21470,7.0,19,video,2009
21471,5.6,42,tvSpecial,1995
21472,7.8,46,tvEpisode,2016
21473,8.1,7,video,2018
21474,5.9,9,movie,2015
21475,6.0,11,tvEpisode,2006
21476,7.1,393891,movie,2007
21477,5.9,20,tvEpisode,1960
21478,7.9,25,tvEpisode,1979
21479,5.6,10,tvEpisode,2016
21480,7.7,221,tvEpisode,1996
21481,5.0,11,tvEpisode,2016
21482,6.7,16,tvEpisode,1992
21483,5.4,5,tvEpisode,2018
21484,5.1,27,movie,1974
21485,5.6,61,tvSpecial,1980
21486,6.7,24,tvMovie,2009
21487,7.7,15241,short,2005
21488,8.4,56,movie,2013
21489,8.1,14,tvEpisode,2020
21490,9.6,24,short,2018
21491,8.4,7,tvEpisode,2015
21492,9.0,5,tvEpisode,1995
21493,7.6,14,tvEpisode,2006
21494,6.0,8,tvEpisode,2005
21495,5.5,9,tvSpecial,2017
21496,7.3,31,tvMovie,1996
21497,6.7,50,tvSeries,2010
21498,6.8,17,tvEpisode,2001
21499,1.4,9,tvEpisode,2016
21500,6.9,9,tvEpisode,2010
21501,6.6,50,tvMovie,1979
21502,8.0,32,tvMovie,1999
21503,6.2,18,tvEpisode,2012
21504,4.6,25,movie,1957
21505,9.1,19,short,2016
21506,6.5,14339,movie,2021
21507,5.4,8,tvEpisode,2008
21508,7.9,18,tvMovie,2003
21509,7.0,5,tvEpisode,2006
21510,8.0,837,tvEpisode,2020
21511,7.2,66,tvMovie,2011
21512,8.0,20,tvEpisode,2006
21513,6.7,8,tvMovie,1964
21514,8.0,61,tvSeries,2003
21515,5.7,20,tvEpisode,2020
21516,6.8,6,tvEpisode,1969
21517,8.0,11,video,2009
21518,6.9,14,tvEpisode,1982
21519,7.8,10,tvEpisode,2013
21520,6.8,5,tvEpisode,2020
